# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-a" "gff/merged_TX_combined.saf" "-F" "SAF" "-o" "readCounts/TxF6f6_dna_counts.out" "-Q" "30" "DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam" 
Geneid	Chr	Start	End	Strand	Length	DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam
NChap2_final_00007720	A1	9023651	9024636	+	986	287
NChap2_final_00007719	A1	9048361	9057809	+	9449	2605
NChap2_final_00007718	A1	9061679	9064610	-	2932	782
NChap2_final_00007717	A1	9067749	9071824	-	4076	1111
NChap2_final_00007716	A1	9102277	9105261	+	2985	762
NChap2_final_00007715	A1	9922487	9926391	+	3905	1044
NChap2_final_00007714	A1	9931023	9932356	-	1334	404
NChap2_final_00007713	A1	9989767	9992906	-	3140	926
NChap2_final_00007712	A1	10004298	10006250	-	1953	550
NChap2_final_00007711	A1	10025492	10030558	+	5067	1213
NChap2_final_00007710	A1	10032688	10033869	-	1182	374
NChap2_final_00028970	A1	10061705	10062719	-	1015	90
NChap2_final_00007709	A1	10091297	10093156	+	1860	164
NChap2_final_00007708	A1	10091859	10093971	-	2113	242
NChap2_final_00007707	A1	10104130	10108818	+	4689	1314
NChap2_final_00007706	A1	10109270	10109548	-	279	88
NChap2_final_00007705	A1	10110340	10111831	-	1492	457
NChap2_final_00007704	A1	10112242	10113397	+	1156	352
NChap2_final_00007703	A1	10114274	10123600	-	9327	2283
NChap2_final_00007702	A1	10132162	10136911	-	4750	1181
NChap2_final_00007701	A1	10140155	10147818	+	7664	1180
NChap2_final_00007700	A1	10150823	10154453	-	3631	1003
NChap2_final_00007699	A1	10157231	10158270	+	1040	365
NChap2_final_00007698	A1	10159017	10162055	+	3039	863
NChap2_final_00016524	A1	10195946	10198131	+	2186	15
NChap2_final_00016525	A1	10200593	10202156	-	1564	0
NChap2_final_00007697	A1	10203728	10205849	+	2122	727
NChap2_final_00007696	A1	10248496	10251810	+	3315	970
NChap2_final_00007695	A1	10295875	10298284	+	2410	661
NChap2_final_00007694	A1	10325021	10329138	+	4118	2187
NChap2_final_00007693	A1	10332431	10332733	-	303	99
NChap2_final_00007691	A1	10346657	10349486	+	2830	769
NChap2_final_00007690	A1	10356909	10357368	-	460	137
NChap2_final_00007689	A1	10392420	10396345	+	3926	1124
NChap2_final_00007688	A1	10410836	10411782	+	947	273
NChap2_final_00007687	A1	10419957	10424786	+	4830	1293
NChap2_final_00007686	A1	10426076	10431207	-	5132	1363
NChap2_final_00001841	A1	10434119	10447231	+	13113	950
NChap2_final_00007684	A1	10453194	10459472	+	6279	1512
NChap2_final_00007685	A1	10458741	10459440	-	700	0
NChap2_final_00007683	A1	10475728	10481890	-	6163	2965
NChap2_final_00007682	A1	10533172	10535239	+	2068	42
NChap2_final_00007681	A1	10538133	10545014	-	6882	1845
NChap2_final_00007680	A1	10560391	10566956	+	6566	2180
NChap2_final_00007679	A1	10647381	10649564	+	2184	605
NChap2_final_00002671	A1	10747377	10752641	-	5265	8
NChap2_final_00007677	A1	10753533	10754729	+	1197	104
NChap2_final_00023205	A1	10780425	10781160	+	736	16
NChap2_final_00001326	A1	10782849	10786224	+	3376	39
NChap2_final_00007676	A1	10786806	10790070	+	3265	880
NChap2_final_00007675	A1	10804866	10805897	+	1032	351
NChap2_final_00007674	A1	10806230	10809203	+	2974	710
NChap2_final_00007673	A1	10808937	10811342	-	2406	600
NChap2_final_00007672	A1	10841238	10841933	+	696	242
NChap2_final_00007671	A1	10845504	10848901	-	3398	869
NChap2_final_00007670	A1	10886060	10888255	-	2196	628
NChap2_final_00025752	A1	10895945	10898406	-	2462	14
NChap2_final_00007669	A1	10910949	10917603	+	6655	1961
NChap2_final_00007668	A1	10931344	10937187	+	5844	1543
NChap2_final_00007667	A1	10940126	10942175	+	2050	558
NChap2_final_00007666	A1	10949583	10951383	-	1801	581
NChap2_final_00007660	A1	10993090	11000251	-	7162	523
NChap2_final_00007659	A1	11012824	11014458	+	1635	451
NChap2_final_00007658	A1	11019108	11019468	-	361	158
NChap2_final_00026250	A1	11037981	11038650	-	670	137
NChap2_final_00014163	A1	11041616	11042821	-	1206	230
NChap2_final_00007657	A1	11053189	11053546	-	358	26
NChap2_final_00022550	A1	11055921	11059725	-	3805	142
NChap2_final_00007656	A1	11074420	11075734	+	1315	378
NChap2_final_00007655	A1	11111207	11112590	+	1384	374
NChap2_final_00007654	A1	11121472	11124607	-	3136	955
NChap2_final_00007653	A1	11129646	11130327	+	682	229
NChap2_final_00007652	A1	11136786	11140315	-	3530	1014
NChap2_final_00007651	A1	11188617	11190642	-	2026	599
NChap2_final_00007650	A1	11191922	11208891	-	16970	4921
NChap2_final_00007649	A1	11215663	11216133	+	471	182
NChap2_final_00007648	A1	11236804	11243610	+	6807	1913
NChap2_final_00007647	A1	11267148	11269412	+	2265	661
NChap2_final_00007646	A1	11271289	11275563	+	4275	1172
NChap2_final_00007642	A1	11282604	11284573	+	1970	166
NChap2_final_00007639	A1	11288981	11290756	+	1776	54
NChap2_final_00007645	A1	11305494	11306903	+	1410	32
NChap2_final_00007641	A1	11350693	11350983	+	291	57
NChap2_final_00007638	A1	11450819	11453283	+	2465	571
NChap2_final_00007637	A1	11533501	11537265	+	3765	1102
NChap2_final_00007636	A1	11538516	11547537	-	9022	2748
NChap2_final_00007635	A1	11564543	11571588	-	7046	1714
NChap2_final_00007634	A1	11612111	11614511	+	2401	908
NChap2_final_00007633	A1	11615489	11616325	+	837	251
NChap2_final_00007632	A1	11635001	11635569	+	569	81
NChap2_final_00007630	A1	11642601	11646776	-	4176	1321
NChap2_final_00007629	A1	11699953	11705127	-	5175	1431
NChap2_final_00007627	A1	11737467	11743624	+	6158	1513
NChap2_final_00007626	A1	11767289	11770348	+	3060	859
NChap2_final_00007625	A1	11776125	11778705	-	2581	734
NChap2_final_00007624	A1	11817539	11821600	+	4062	1109
NChap2_final_00007623	A1	11882760	11884861	+	2102	636
NChap2_final_00007622	A1	11887703	11890729	+	3027	845
NChap2_final_00007621	A1	11902000	11906078	+	4079	1177
NChap2_final_00007620	A1	11913337	11915239	+	1903	455
NChap2_final_00007619	A1	11916561	11919059	-	2499	606
NChap2_final_00007618	A1	11974108	11979498	+	5391	1552
NChap2_final_00007617	A1	11991022	11995083	+	4062	1219
NChap2_final_00007616	A1	11995884	12000583	+	4700	1308
NChap2_final_00007615	A1	12001964	12004701	-	2738	855
NChap2_final_00007614	A1	12008665	12010655	-	1991	524
NChap2_final_00011776	A1	12021947	12026845	-	4899	595
NChap2_final_00007610	A1	12084766	12094567	+	9802	2837
NChap2_final_00007609	A1	12096637	12099798	+	3162	816
NChap2_final_00007608	A1	12103006	12110374	+	7369	2143
NChap2_final_00007607	A1	12157703	12161853	-	4151	693
NChap2_final_00007606	A1	12187294	12193681	+	6388	1829
NChap2_final_00023185	A1	12197036	12197353	+	318	136
NChap2_final_00007605	A1	12213055	12215381	-	2327	657
NChap2_final_00007604	A1	12215504	12220707	+	5204	1344
NChap2_final_00019966	A1	12221330	12223166	-	1837	1126
NChap2_final_00007603	A1	12231921	12234317	-	2397	776
NChap2_final_00007601	A1	12335052	12338599	-	3548	1042
NChap2_final_00007600	A1	12379717	12382680	-	2964	861
NChap2_final_00007599	A1	12412157	12412948	+	792	249
NChap2_final_00007598	A1	12428795	12437593	+	8799	2452
NChap2_final_00007597	A1	12448617	12452361	+	3745	672
NChap2_final_00007596	A1	12452288	12460209	-	7922	2195
NChap2_final_00007595	A1	12462518	12466172	-	3655	1310
NChap2_final_00007594	A1	12521075	12525563	+	4489	1249
NChap2_final_00007593	A1	12528434	12529376	+	943	335
NChap2_final_00007592	A1	12536374	12538423	+	2050	483
NChap2_final_00007591	A1	12578105	12578633	+	529	131
NChap2_final_00016708	A1	12639871	12641488	+	1618	84
NChap2_final_00007589	A1	12663941	12665209	-	1269	402
NChap2_final_00025594	A1	12694760	12695462	-	703	280
NChap2_final_00007587	A1	12728330	12729768	-	1439	453
NChap2_final_00018686	A1	12735385	12739044	-	3660	100
NChap2_final_00007586	A1	12741295	12744711	-	3417	1059
NChap2_final_00007585	A1	12759536	12760106	-	571	176
NChap2_final_00007584	A1	12775476	12779854	-	4379	1191
NChap2_final_00007583	A1	12821688	12825079	+	3392	923
NChap2_final_00007582	A1	12844553	12845295	+	743	282
NChap2_final_00004137	A1	12854865	12855385	+	521	2
NChap2_final_00007580	A1	13020090	13023361	+	3272	1000
NChap2_final_00007578	A1	13082585	13086108	-	3524	982
NChap2_final_00007577	A1	13087138	13092833	-	5696	1538
NChap2_final_00007576	A1	13104834	13107711	+	2878	914
NChap2_final_00007575	A1	13151042	13152619	+	1578	303
NChap2_final_00007574	A1	13178348	13183681	-	5334	1545
NChap2_final_00007573	A1	13231319	13232812	-	1494	553
NChap2_final_00007572	A1	13234453	13239489	-	5037	1247
NChap2_final_00007571	A1	13239309	13244207	+	4899	1348
NChap2_final_00007570	A1	13246544	13247362	-	819	230
NChap2_final_00007569	A1	13286440	13287877	-	1438	450
NChap2_final_00007568	A1	13290567	13290910	+	344	113
NChap2_final_00007567	A1	13297723	13298491	+	769	114
NChap2_final_00007566	A1	13306843	13308576	+	1734	551
NChap2_final_00007565	A1	13311419	13316835	+	5417	1392
NChap2_final_00007564	A1	13436457	13442237	-	5781	1592
NChap2_final_00007563	A1	13464964	13466399	+	1436	400
NChap2_final_00007562	A1	13469867	13472370	+	2504	754
NChap2_final_00007561	A1	13475361	13488143	-	12783	3570
NChap2_final_00007558	A1	13541689	13549248	-	7560	2113
NChap2_final_00007557	A1	13550397	13552546	-	2150	631
NChap2_final_00024460	A1	13575143	13577985	+	2843	813
NChap2_final_00007555	A1	13581074	13582660	+	1587	534
NChap2_final_00007554	A1	13612895	13614717	+	1823	380
NChap2_final_00007553	A1	13630250	13633221	-	2972	804
NChap2_final_00023520	A1	13638305	13639296	-	992	251
NChap2_final_00007552	A1	13656900	13657172	-	273	79
NChap2_final_00000706	A1	13696444	13697873	-	1430	551
NChap2_final_00028207	A1	13712660	13715800	+	3141	264
NChap2_final_00007551	A1	13717036	13718193	-	1158	286
NChap2_final_00005586	A1	13751295	13758925	-	7631	2043
NChap2_final_00007550	A1	13767498	13773106	-	5609	1502
NChap2_final_00006155	A1	13822845	13826444	-	3600	140
NChap2_final_00007549	A1	13869714	13890226	+	20513	4462
NChap2_final_00007548	A1	13891859	13896179	-	4321	1275
NChap2_final_00007547	A1	13935372	13944848	+	9477	2586
NChap2_final_00007546	A1	13945278	13949548	-	4271	1208
NChap2_final_00007545	A1	13953289	13958787	+	5499	1563
NChap2_final_00010127	A1	13962477	13963178	-	702	16
NChap2_final_00007544	A1	13970478	13971310	+	833	278
NChap2_final_00007542	A1	13977861	13979205	-	1345	123
NChap2_final_00007543	A1	13981244	13984039	-	2796	396
NChap2_final_00007541	A1	14007209	14011189	-	3981	922
NChap2_final_00007540	A1	14021851	14022763	+	913	420
NChap2_final_00007538	A1	14037813	14041986	-	4174	1166
NChap2_final_00007537	A1	14094073	14096161	+	2089	512
NChap2_final_00024353	A1	14146066	14147367	-	1302	202
NChap2_final_00007535	A1	14186120	14195461	-	9342	2531
NChap2_final_00007534	A1	14231086	14234736	+	3651	957
NChap2_final_00007533	A1	14246438	14250377	+	3940	993
NChap2_final_00007532	A1	14270832	14271784	+	953	362
NChap2_final_00007531	A1	14276607	14283989	+	7383	1293
NChap2_final_00007530	A1	14288869	14293214	+	4346	1199
NChap2_final_00007529	A1	14297517	14316502	+	18986	3824
NChap2_final_00007528	A1	14327020	14332213	+	5194	1200
NChap2_final_00007526	A1	14398081	14401134	+	3054	691
NChap2_final_00007525	A1	14448338	14449104	+	767	336
NChap2_final_00007524	A1	14454998	14456837	-	1840	508
NChap2_final_00007523	A1	14520333	14526126	-	5794	1634
NChap2_final_00007522	A1	14556433	14558242	+	1810	557
NChap2_final_00022071	A1	14590331	14592497	-	2167	427
NChap2_final_00019017	A1	14634422	14635977	-	1556	112
NChap2_final_00007521	A1	14668406	14676404	-	7999	2219
NChap2_final_00007520	A1	14687791	14690598	+	2808	880
NChap2_final_00017693	A1	14701337	14704238	-	2902	229
NChap2_final_00007519	A1	14705846	14707180	+	1335	392
NChap2_final_00007518	A1	14770095	14770440	-	346	146
NChap2_final_00007517	A1	14835625	14836872	-	1248	399
NChap2_final_00007515	A1	15209549	15210733	+	1185	379
NChap2_final_00007514	A1	15231328	15235217	-	3890	988
NChap2_final_00007513	A1	15236008	15239510	-	3503	1015
NChap2_final_00007511	A1	15240993	15241306	+	314	137
NChap2_final_00007510	A1	15249833	15254733	+	4901	1202
NChap2_final_00007509	A1	15259182	15262993	-	3812	978
NChap2_final_00002306	A1	15298712	15304952	-	6241	75
NChap2_final_00018709	A1	15299395	15303250	+	3856	0
NChap2_final_00007508	A1	15312021	15314070	+	2050	572
NChap2_final_00007507	A1	15314183	15315922	-	1740	499
NChap2_final_00007506	A1	15319859	15321341	-	1483	436
NChap2_final_00020024	A1	15442482	15444727	+	2246	100
NChap2_final_00007504	A1	15490845	15492297	-	1453	411
NChap2_final_00007503	A1	15510642	15512275	-	1634	516
NChap2_final_00012074	A1	15516011	15516115	+	105	0
NChap2_final_00012073	A1	15516783	15518328	+	1546	6
NChap2_final_00007502	A1	15551932	15553197	+	1266	405
NChap2_final_00007501	A1	15583091	15583632	-	542	202
NChap2_final_00007500	A1	15604528	15606222	-	1695	458
NChap2_final_00007499	A1	15635219	15640837	-	5619	1174
NChap2_final_00007498	A1	15641565	15641997	-	433	140
NChap2_final_00007497	A1	15644981	15646815	-	1835	618
NChap2_final_00007496	A1	15691514	15694032	-	2519	728
NChap2_final_00007495	A1	15701073	15706093	-	5021	1535
NChap2_final_00023019	A1	15733035	15734605	-	1571	286
NChap2_final_00007494	A1	15747518	15752786	+	5269	1409
NChap2_final_00007493	A1	15752883	15755036	-	2154	614
NChap2_final_00007492	A1	15756687	15762681	-	5995	1714
NChap2_final_00007491	A1	15815600	15822528	+	6929	12
NChap2_final_00007490	A1	15900625	15901517	+	893	0
NChap2_final_00007489	A1	15915781	15916682	+	902	1
NChap2_final_00007488	A1	15955360	15959646	+	4287	1238
NChap2_final_00007487	A1	16010406	16013669	-	3264	866
NChap2_final_00021270	A1	16055580	16057670	+	2091	34
NChap2_final_00007484	A1	16065658	16070174	+	4517	2665
NChap2_final_00007482	A1	16151397	16153625	+	2229	559
NChap2_final_00007481	A1	16172941	16173598	+	658	256
NChap2_final_00007480	A1	16175907	16180060	+	4154	1123
NChap2_final_00007479	A1	16266188	16267569	+	1382	365
NChap2_final_00007478	A1	16333553	16335449	+	1897	416
NChap2_final_00007477	A1	16353869	16356559	-	2691	663
NChap2_final_00007476	A1	16399329	16402162	-	2834	794
NChap2_final_00007475	A1	16408221	16414196	-	5976	578
NChap2_final_00007474	A1	16417835	16419463	-	1629	593
NChap2_final_00007473	A1	16433756	16436857	-	3102	889
NChap2_final_00007472	A1	16439584	16440990	-	1407	414
NChap2_final_00007471	A1	16500642	16502276	+	1635	500
NChap2_final_00007469	A1	16547815	16554920	-	7106	348
NChap2_final_00007470	A1	16548193	16553891	+	5699	0
NChap2_final_00007468	A1	16562524	16566458	+	3935	1258
NChap2_final_00007467	A1	16570871	16573090	+	2220	706
NChap2_final_00007466	A1	16574352	16575614	+	1263	405
NChap2_final_00007465	A1	16593161	16608180	-	15020	2147
NChap2_final_00027470	A1	16650643	16654231	+	3589	154
NChap2_final_00007463	A1	16664134	16665372	-	1239	369
NChap2_final_00007462	A1	16672904	16676082	+	3179	694
NChap2_final_00007461	A1	16685833	16689426	-	3594	962
NChap2_final_00007460	A1	16744058	16746593	-	2536	759
NChap2_final_00025884	A1	16793656	16795876	+	2221	7
NChap2_final_00007458	A1	16814755	16827548	-	12794	2815
NChap2_final_00007457	A1	16857767	16858700	+	934	265
NChap2_final_00007456	A1	16864430	16864966	-	537	185
NChap2_final_00007454	A1	16880796	16882156	+	1361	400
NChap2_final_00007453	A1	16883277	16884182	-	906	340
NChap2_final_00007452	A1	16884559	16885688	+	1130	305
NChap2_final_00007451	A1	16886155	16888199	-	2045	581
NChap2_final_00007450	A1	16924042	16926810	+	2769	764
NChap2_final_00007449	A1	16935959	16937425	+	1467	364
NChap2_final_00007448	A1	16994824	16995608	+	785	298
NChap2_final_00007445	A1	17083486	17084074	+	589	5
NChap2_final_00007444	A1	17107620	17109432	+	1813	594
NChap2_final_00007443	A1	17121604	17127146	-	5543	1623
NChap2_final_00007442	A1	17193549	17196252	+	2704	764
NChap2_final_00007441	A1	17234927	17237828	+	2902	879
NChap2_final_00007440	A1	17238367	17240388	+	2022	632
NChap2_final_00007439	A1	17255993	17257917	-	1925	557
NChap2_final_00007438	A1	17320945	17323407	+	2463	750
NChap2_final_00007437	A1	17324436	17325463	-	1028	331
NChap2_final_00007436	A1	17326429	17329404	-	2976	942
NChap2_final_00007435	A1	17351211	17371542	-	20332	2852
NChap2_final_00007433	A1	17547818	17548316	+	499	178
NChap2_final_00007432	A1	17707551	17709699	-	2149	676
NChap2_final_00007431	A1	17719865	17722303	+	2439	1027
NChap2_final_00007430	A1	17726485	17729747	-	3263	883
NChap2_final_00007429	A1	17784119	17784379	-	261	87
NChap2_final_00007428	A1	17792685	17793197	-	513	185
NChap2_final_00007427	A1	17795092	17795432	+	341	134
NChap2_final_00007426	A1	17846707	17848123	+	1417	393
NChap2_final_00007425	A1	17850027	17852981	+	2955	841
NChap2_final_00007424	A1	17923275	17924252	-	978	296
NChap2_final_00007423	A1	18003954	18005264	+	1311	420
NChap2_final_00007422	A1	18032680	18034721	-	2042	575
NChap2_final_00007421	A1	18072826	18079340	+	6515	1559
NChap2_final_00007420	A1	18081758	18088022	-	6265	1868
NChap2_final_00007419	A1	18139775	18140859	+	1085	329
NChap2_final_00007416	A1	18201723	18205631	-	3909	1155
NChap2_final_00007415	A1	18216031	18216382	-	352	244
NChap2_final_00004114	A1	18230251	18232706	+	2456	105
NChap2_final_00021815	A1	18232784	18237285	-	4502	170
NChap2_final_00007414	A1	18237370	18239890	-	2521	728
NChap2_final_00007413	A1	18250854	18257345	-	6492	1887
NChap2_final_00007412	A1	18266822	18268824	+	2003	520
NChap2_final_00007411	A1	18302331	18304408	+	2078	675
NChap2_final_00007410	A1	18323047	18324452	-	1406	330
NChap2_final_00022143	A1	18328566	18334808	-	6243	132
NChap2_final_00020789	A1	18417253	18418704	+	1452	336
NChap2_final_00007409	A1	18432945	18433495	-	551	221
NChap2_final_00007407	A1	18478085	18480783	+	2699	732
NChap2_final_00007406	A1	18486665	18491910	+	5246	1606
NChap2_final_00001183	A1	18506783	18508838	-	2056	406
NChap2_final_00007405	A1	18554860	18558211	+	3352	989
NChap2_final_00024502	A1	18559785	18560205	-	421	174
NChap2_final_00007404	A1	18566963	18568617	-	1655	481
NChap2_final_00007403	A1	18572812	18577454	-	4643	1432
NChap2_final_00007402	A1	18593147	18600590	-	7444	1783
NChap2_final_00007401	A1	18679074	18687903	+	8830	2466
NChap2_final_00007400	A1	18769221	18770432	-	1212	359
NChap2_final_00007399	A1	18770781	18772016	-	1236	358
NChap2_final_00007398	A1	18820945	18823362	+	2418	552
NChap2_final_00007397	A1	18880267	18881017	-	751	250
NChap2_final_00007396	A1	18923809	18925397	+	1589	494
NChap2_final_00007395	A1	18943743	18950138	+	6396	1788
NChap2_final_00007394	A1	18950832	18965780	-	14949	4021
NChap2_final_00007393	A1	19001916	19004482	+	2567	583
NChap2_final_00007390	A1	19194582	19194915	+	334	58
NChap2_final_00018753	A1	19238303	19238839	-	537	0
NChap2_final_00007389	A1	19309092	19315075	+	5984	1914
NChap2_final_00026668	A1	19316317	19317256	-	940	341
NChap2_final_00007388	A1	19317852	19319203	-	1352	396
NChap2_final_00007387	A1	19325413	19326503	+	1091	338
NChap2_final_00007386	A1	19327128	19333020	+	5893	1954
NChap2_final_00019409	A1	19353997	19358535	+	4539	27
NChap2_final_00022152	A1	19359354	19361604	+	2251	228
NChap2_final_00007385	A1	19385413	19388458	+	3046	827
NChap2_final_00007384	A1	19451690	19454250	-	2561	716
NChap2_final_00007383	A1	19455147	19456584	+	1438	446
NChap2_final_00007382	A1	19508098	19511532	-	3435	1304
NChap2_final_00007381	A1	19635521	19637251	-	1731	553
NChap2_final_00007380	A1	19679760	19683249	-	3490	908
NChap2_final_00007379	A1	19716798	19720691	+	3894	1173
NChap2_final_00007378	A1	19755772	19758717	-	2946	750
NChap2_final_00001580	A1	19765658	19768478	-	2821	30
NChap2_final_00006248	A1	19812930	19818961	+	6032	736
NChap2_final_00028110	A1	19838915	19841631	-	2717	265
NChap2_final_00007377	A1	20011741	20014951	-	3211	914
NChap2_final_00007375	A1	20255213	20259067	+	3855	329
NChap2_final_00007372	A1	20619551	20620247	-	697	234
NChap2_final_00007371	A1	20627575	20630686	+	3112	847
NChap2_final_00020885	A1	20720364	20722992	-	2629	58
NChap2_final_00018776	A1	20760238	20760843	-	606	2
NChap2_final_00007263	A1	20793815	20796333	-	2519	689
NChap2_final_00007264	A1	20869081	20870863	-	1783	435
NChap2_final_00007266	A1	20954593	20958391	+	3799	1103
NChap2_final_00007267	A1	20977050	20978477	+	1428	461
NChap2_final_00007268	A1	20985370	20989255	+	3886	1209
NChap2_final_00007269	A1	20990448	20995537	+	5090	1530
NChap2_final_00007270	A1	20997741	21001849	+	4109	1029
NChap2_final_00007271	A1	21013071	21013587	+	517	131
NChap2_final_00007272	A1	21021464	21024908	+	3445	1110
NChap2_final_00007273	A1	21028285	21030590	+	2306	666
NChap2_final_00007274	A1	21036134	21036624	+	491	151
NChap2_final_00007276	A1	21072583	21073714	+	1132	308
NChap2_final_00007278	A1	21203359	21207173	+	3815	1021
NChap2_final_00007279	A1	21209261	21212328	-	3068	909
NChap2_final_00013695	A1	21227139	21227261	+	123	73
NChap2_final_00007284	A1	21232506	21238484	-	5979	1709
NChap2_final_00007285	A1	21239743	21249556	-	9814	2318
NChap2_final_00007286	A1	21290505	21292734	+	2230	531
NChap2_final_00004725	A1	21313298	21314245	+	948	25
NChap2_final_00011677	A1	21351033	21353855	+	2823	168
NChap2_final_00007287	A1	21398287	21401010	-	2724	763
NChap2_final_00020226	A1	21419385	21420305	+	921	387
NChap2_final_00007289	A1	21474102	21475123	+	1022	324
NChap2_final_00007290	A1	21476051	21483518	+	7468	2021
NChap2_final_00007291	A1	21486410	21486990	+	581	183
